"stateroute","year","aou","speciestotal"
51119,2016,3870,3
51119,2016,4050,3
51119,2016,4060,1
51119,2016,4090,22
51119,2016,4120,1
51119,2016,4230,1
51119,2016,4440,19
51119,2016,4520,6
51119,2016,4610,1
51119,2016,4650,1
51119,2016,4770,47
51119,2016,4880,38
51119,2016,4930,7
51119,2016,4980,11
51119,2016,5010,18
51119,2016,5060,3
51119,2016,5110,2
51119,2016,5130,3
51119,2016,5870,17
51119,2016,5930,40
51119,2016,5970,7
51119,2016,5980,13
51119,2016,6100,2
51119,2016,6110,4
51119,2016,6130,22
51119,2016,6240,7
51119,2016,6310,15
51119,2016,6710,13
51119,2016,6730,1
51119,2016,6810,14
51119,2016,6830,8
51119,2016,6840,3
51119,2016,7030,37
51119,2016,7040,3
51119,2016,7050,23
51119,2016,7180,10
51119,2016,7290,2
51119,2016,7310,23
51119,2016,7360,1
51119,2016,7550,4
51119,2016,7660,19
51119,2016,22860,3
52001,2016,2890,21
52001,2016,3131,2
52001,2016,3160,143
52001,2016,3290,1
52001,2016,3370,3
52001,2016,3600,7
52001,2016,3870,2
52001,2016,3940,2
52001,2016,4060,1
52001,2016,4090,7
52001,2016,4120,1
52001,2016,4230,2
52001,2016,4440,5
52001,2016,4520,2
52001,2016,4560,1
52001,2016,4610,3
52001,2016,4740,29
52001,2016,4770,10
52001,2016,4880,16
52001,2016,4900,4
52001,2016,4930,55
52001,2016,4950,16
52001,2016,4980,359
52001,2016,5010,15
52001,2016,5060,7
52001,2016,5070,3
52001,2016,5110,49
52001,2016,5190,4
52001,2016,5290,8
52001,2016,5520,1
52001,2016,5630,6
52001,2016,5870,2
52001,2016,5930,34
52001,2016,5970,7
52001,2016,5980,41
52001,2016,6040,60
52001,2016,6100,2
52001,2016,6110,12
52001,2016,6130,36
52001,2016,6140,1
52001,2016,6170,6
52001,2016,6240,1
52001,2016,6270,2
52001,2016,6370,3
52001,2016,6480,3
52001,2016,6630,1
52001,2016,6810,15
52001,2016,6830,3
52001,2016,6882,17
52001,2016,7030,14
52001,2016,7050,4
52001,2016,7180,15
52001,2016,7210,1
52001,2016,7310,11
52001,2016,7510,1
52001,2016,7610,36
52001,2016,22860,2
52002,2016,2890,9
52002,2016,3160,33
52002,2016,3250,27
52002,2016,3260,3
52002,2016,3370,1
52002,2016,3390,6
52002,2016,3430,1
52002,2016,3870,1
52002,2016,4050,2
52002,2016,4060,4
52002,2016,4090,16
52002,2016,4230,1
52002,2016,4280,3
52002,2016,4440,2
52002,2016,4520,9
52002,2016,4560,5
52002,2016,4610,7
52002,2016,4770,8
52002,2016,4880,58
52002,2016,4900,11
52002,2016,4930,19
52002,2016,4950,6
52002,2016,4980,11
52002,2016,5010,3
52002,2016,5110,12
52002,2016,5190,4
52002,2016,5460,1
52002,2016,5470,3
52002,2016,5520,1
52002,2016,5600,3
52002,2016,5630,4
52002,2016,5870,3
52002,2016,5930,57
52002,2016,5970,1
52002,2016,5980,31
52002,2016,6040,1
52002,2016,6080,1
52002,2016,6100,1
52002,2016,6110,2
52002,2016,6120,37
52002,2016,6130,10
52002,2016,6140,3
52002,2016,6170,1
52002,2016,6270,3
52002,2016,6280,2
52002,2016,6310,1
52002,2016,6330,2
52002,2016,6480,4
52002,2016,6770,2
52002,2016,6810,11
52002,2016,6830,12
52002,2016,6882,10
52002,2016,7030,16
52002,2016,7050,1
52002,2016,7180,13
52002,2016,7270,1
52002,2016,7310,33
52002,2016,7510,4
52002,2016,7610,32
52002,2016,7660,7
52004,2016,2890,3
52004,2016,3100,1
52004,2016,3160,20
52004,2016,3250,7
52004,2016,3370,1
52004,2016,3390,1
52004,2016,3430,1
52004,2016,3850,1
52004,2016,3870,1
52004,2016,3930,1
52004,2016,3940,9
52004,2016,4090,13
52004,2016,4120,1
52004,2016,4280,3
52004,2016,4440,1
52004,2016,4520,1
52004,2016,4560,7
52004,2016,4610,8
52004,2016,4650,1
52004,2016,4770,21
52004,2016,4880,97
52004,2016,4930,10
52004,2016,4950,13
52004,2016,4980,11
52004,2016,5010,9
52004,2016,5060,1
52004,2016,5110,4
52004,2016,5290,3
52004,2016,5460,2
52004,2016,5600,20
52004,2016,5630,27
52004,2016,5870,4
52004,2016,5930,58
52004,2016,5970,5
52004,2016,5980,45
52004,2016,6040,4
52004,2016,6100,3
52004,2016,6110,9
52004,2016,6130,5
52004,2016,6240,6
52004,2016,6280,1
52004,2016,6310,3
52004,2016,6360,1
52004,2016,6410,1
52004,2016,6480,3
52004,2016,6630,1
52004,2016,6710,1
52004,2016,6730,2
52004,2016,6760,1
52004,2016,6770,1
52004,2016,6810,1
52004,2016,6830,18
52004,2016,6882,1
52004,2016,7030,8
52004,2016,7040,3
52004,2016,7050,7
52004,2016,7180,12
52004,2016,7270,8
52004,2016,7310,9
52004,2016,7360,8
52004,2016,7510,12
52004,2016,7550,5
52004,2016,7610,8
52004,2016,7660,3
52007,2016,2890,8
52007,2016,3131,3
52007,2016,3160,86
52007,2016,3250,9
52007,2016,3290,1
52007,2016,3370,3
52007,2016,3600,4
52007,2016,3870,4
52007,2016,3940,9
52007,2016,4060,5
52007,2016,4090,21
52007,2016,4120,1
52007,2016,4230,5
52007,2016,4280,1
52007,2016,4440,8
52007,2016,4520,4
52007,2016,4560,6
52007,2016,4610,19
52007,2016,4650,1
52007,2016,4660,1
52007,2016,4740,3
52007,2016,4770,15
52007,2016,4880,8
52007,2016,4930,84
52007,2016,4950,12
52007,2016,4980,151
52007,2016,5010,12
52007,2016,5060,1
52007,2016,5070,2
52007,2016,5110,34
52007,2016,5190,9
52007,2016,5290,12
52007,2016,5460,1
52007,2016,5600,8
52007,2016,5630,14
52007,2016,5810,3
52007,2016,5870,8
52007,2016,5930,67
52007,2016,5970,7
52007,2016,5980,53
52007,2016,6040,15
52007,2016,6100,3
52007,2016,6110,8
52007,2016,6120,274
52007,2016,6130,36
52007,2016,6170,2
52007,2016,6190,2
52007,2016,6240,6
52007,2016,6310,1
52007,2016,6330,1
52007,2016,6480,4
52007,2016,6810,11
52007,2016,6830,3
52007,2016,6882,50
52007,2016,7030,13
52007,2016,7040,1
52007,2016,7050,8
52007,2016,7180,18
52007,2016,7210,5
52007,2016,7270,2
52007,2016,7310,19
52007,2016,7360,4
52007,2016,7510,8
52007,2016,7550,2
52007,2016,7610,69
52007,2016,7660,4
52007,2016,22860,1
52010,2016,2890,24
52010,2016,3100,1
52010,2016,3131,1
52010,2016,3160,4
52010,2016,3250,13
52010,2016,3370,1
52010,2016,3390,1
52010,2016,3870,8
52010,2016,3940,1
52010,2016,4050,2
52010,2016,4060,2
52010,2016,4090,6
52010,2016,4120,1
52010,2016,4280,2
52010,2016,4430,3
52010,2016,4440,8
52010,2016,4520,2
52010,2016,4560,2
52010,2016,4610,12
52010,2016,4770,26
52010,2016,4880,84
52010,2016,4930,24
52010,2016,4950,7
52010,2016,4980,99
52010,2016,5010,85
52010,2016,5060,6
52010,2016,5110,6
52010,2016,5290,4
52010,2016,5600,15
52010,2016,5630,7
52010,2016,5870,1
52010,2016,5930,16
52010,2016,5970,4
52010,2016,5980,29
52010,2016,6040,24
52010,2016,6100,12
52010,2016,6110,71
52010,2016,6130,6
52010,2016,6240,46
52010,2016,6310,1
52010,2016,6630,5
52010,2016,6710,7
52010,2016,6740,1
52010,2016,6810,2
52010,2016,6830,5
52010,2016,6882,12
52010,2016,7030,15
52010,2016,7050,1
52010,2016,7180,5
52010,2016,7210,4
52010,2016,7270,3
52010,2016,7310,29
52010,2016,7360,4
52010,2016,7510,1
52010,2016,7550,8
52010,2016,7610,27
52010,2016,7660,6
52010,2016,22860,2
52011,2016,3100,5
52011,2016,3160,11
52011,2016,3390,2
52011,2016,3600,1
52011,2016,3870,17
52011,2016,4050,1
52011,2016,4090,13
52011,2016,4120,1
52011,2016,4280,1
52011,2016,4560,4
52011,2016,4610,6
52011,2016,4650,1
52011,2016,4770,18
52011,2016,4880,63
52011,2016,4950,1
52011,2016,4980,31
52011,2016,5010,11
52011,2016,5060,5
52011,2016,5110,6
52011,2016,5290,4
52011,2016,5600,14
52011,2016,5630,9
52011,2016,5870,5
52011,2016,5930,18
52011,2016,5970,7
52011,2016,5980,43
52011,2016,6040,1
52011,2016,6080,3
52011,2016,6100,20
52011,2016,6130,5
52011,2016,6240,79
52011,2016,6310,10
52011,2016,6360,1
52011,2016,6480,4
52011,2016,6630,2
52011,2016,6710,8
52011,2016,6740,1
52011,2016,6770,3
52011,2016,6810,7
52011,2016,6830,25
52011,2016,7050,4
52011,2016,7180,12
52011,2016,7270,11
52011,2016,7310,24
52011,2016,7360,10
52011,2016,7510,4
52011,2016,7550,4
52011,2016,7610,6
52011,2016,7660,5
52014,2016,2890,5
52014,2016,3160,19
52014,2016,3250,6
52014,2016,3370,4
52014,2016,3390,4
52014,2016,3600,1
52014,2016,3870,5
52014,2016,3940,2
52014,2016,4050,1
52014,2016,4060,1
52014,2016,4090,20
52014,2016,4120,2
52014,2016,4280,1
52014,2016,4430,3
52014,2016,4440,5
52014,2016,4520,5
52014,2016,4560,8
52014,2016,4610,3
52014,2016,4770,8
52014,2016,4880,64
52014,2016,4930,17
52014,2016,4950,33
52014,2016,4980,18
52014,2016,5010,42
52014,2016,5060,3
52014,2016,5070,3
52014,2016,5110,6
52014,2016,5290,2
52014,2016,5460,4
52014,2016,5600,8
52014,2016,5630,12
52014,2016,5870,1
52014,2016,5930,51
52014,2016,5970,6
52014,2016,5980,29
52014,2016,6040,29
52014,2016,6100,6
52014,2016,6110,11
52014,2016,6130,7
52014,2016,6170,1
52014,2016,6240,1
52014,2016,6370,1
52014,2016,6480,3
52014,2016,6770,1
52014,2016,6810,5
52014,2016,6830,9
52014,2016,6882,4
52014,2016,7030,19
52014,2016,7050,4
52014,2016,7180,23
52014,2016,7190,1
52014,2016,7210,6
52014,2016,7270,9
52014,2016,7310,52
52014,2016,7360,4
52014,2016,7510,16
52014,2016,7610,11
52014,2016,7660,20
52014,2016,22860,3
52019,2016,2890,17
52019,2016,3160,41
52019,2016,3370,1
52019,2016,3940,4
52019,2016,4050,2
52019,2016,4060,4
52019,2016,4090,5
52019,2016,4120,2
52019,2016,4230,1
52019,2016,4280,2
52019,2016,4440,1
52019,2016,4520,5
52019,2016,4560,9
52019,2016,4610,10
52019,2016,4650,1
52019,2016,4740,11
52019,2016,4770,28
52019,2016,4880,16
52019,2016,4930,15
52019,2016,4950,10
52019,2016,4980,33
52019,2016,5010,24
52019,2016,5060,1
52019,2016,5110,2
52019,2016,5290,7
52019,2016,5460,4
52019,2016,5520,1
52019,2016,5600,6
52019,2016,5630,25
52019,2016,5810,7
52019,2016,5870,11
52019,2016,5930,55
52019,2016,5950,1
52019,2016,5970,11
52019,2016,5980,46
52019,2016,6040,16
52019,2016,6100,3
52019,2016,6110,10
52019,2016,6130,23
52019,2016,6240,2
52019,2016,6310,2
52019,2016,6330,1
52019,2016,6480,3
52019,2016,6770,5
52019,2016,6810,22
52019,2016,6830,2
52019,2016,6882,18
52019,2016,7030,1
52019,2016,7040,4
52019,2016,7050,2
52019,2016,7180,20
52019,2016,7210,21
52019,2016,7270,5
52019,2016,7310,15
52019,2016,7350,7
52019,2016,7510,6
52019,2016,7550,3
52019,2016,7610,41
52019,2016,7660,3
52027,2016,2890,32
52027,2016,3091,1
52027,2016,3131,10
52027,2016,3160,31
52027,2016,3250,13
52027,2016,3870,2
52027,2016,4060,5
52027,2016,4090,7
52027,2016,4230,1
52027,2016,4280,2
52027,2016,4440,7
52027,2016,4520,2
52027,2016,4610,4
52027,2016,4740,16
52027,2016,4770,11
52027,2016,4880,24
52027,2016,4930,31
52027,2016,4940,1
52027,2016,4950,10
52027,2016,4980,95
52027,2016,5010,53
52027,2016,5070,1
52027,2016,5110,26
52027,2016,5190,2
52027,2016,5290,4
52027,2016,5460,2
52027,2016,5520,1
52027,2016,5600,9
52027,2016,5630,12
52027,2016,5810,18
52027,2016,5870,4
52027,2016,5930,11
52027,2016,5950,4
52027,2016,5970,6
52027,2016,5980,28
52027,2016,6040,72
52027,2016,6110,10
52027,2016,6130,27
52027,2016,6170,1
52027,2016,6810,15
52027,2016,6882,46
52027,2016,7030,18
52027,2016,7040,3
52027,2016,7050,13
52027,2016,7180,2
52027,2016,7210,17
52027,2016,7270,2
52027,2016,7310,2
52027,2016,7350,1
52027,2016,7610,24
52027,2016,7660,11
52052,2016,3160,26
52052,2016,3250,1
52052,2016,3390,2
52052,2016,3870,45
52052,2016,3940,1
52052,2016,4090,10
52052,2016,4230,4
52052,2016,4520,5
52052,2016,4560,8
52052,2016,4610,25
52052,2016,4650,9
52052,2016,4770,8
52052,2016,4880,28
52052,2016,4930,61
52052,2016,4950,4
52052,2016,4980,11
52052,2016,5010,2
52052,2016,5060,2
52052,2016,5110,6
52052,2016,5290,2
52052,2016,5600,19
52052,2016,5630,5
52052,2016,5870,3
52052,2016,5930,16
52052,2016,5980,55
52052,2016,6080,3
52052,2016,6100,26
52052,2016,6110,5
52052,2016,6130,2
52052,2016,6240,46
52052,2016,6310,22
52052,2016,6360,5
52052,2016,6390,6
52052,2016,6410,5
52052,2016,6480,7
52052,2016,6630,3
52052,2016,6710,23
52052,2016,6740,17
52052,2016,6770,4
52052,2016,6810,7
52052,2016,6830,22
52052,2016,6882,5
52052,2016,7030,3
52052,2016,7040,1
52052,2016,7180,9
52052,2016,7270,6
52052,2016,7310,28
52052,2016,7360,22
52052,2016,7510,6
52052,2016,7550,15
52052,2016,7610,5
52052,2016,7660,2
52052,2016,22860,2
52053,2016,3160,3
52053,2016,3250,4
52053,2016,3370,2
52053,2016,3870,13
52053,2016,3940,3
52053,2016,4050,3
52053,2016,4090,10
52053,2016,4520,2
52053,2016,4560,5
52053,2016,4610,17
52053,2016,4650,8
52053,2016,4770,4
52053,2016,4880,43
52053,2016,4950,7
52053,2016,4980,15
52053,2016,5010,2
52053,2016,5060,3
52053,2016,5600,7
52053,2016,5630,1
52053,2016,5930,22
52053,2016,5980,42
52053,2016,6040,2
52053,2016,6080,7
52053,2016,6100,22
52053,2016,6130,3
52053,2016,6240,71
52053,2016,6310,10
52053,2016,6360,1
52053,2016,6390,3
52053,2016,6410,3
52053,2016,6480,12
52053,2016,6630,2
52053,2016,6710,16
52053,2016,6740,10
52053,2016,6760,1
52053,2016,6770,6
52053,2016,6810,5
52053,2016,6830,15
52053,2016,6870,3
52053,2016,7050,2
52053,2016,7180,1
52053,2016,7270,5
52053,2016,7310,16
52053,2016,7360,6
52053,2016,7510,11
52053,2016,7550,2
52053,2016,7610,2
52053,2016,7660,1
52054,2016,3100,1
52054,2016,3160,4
52054,2016,3250,2
52054,2016,3370,1
52054,2016,3430,1
52054,2016,3870,10
52054,2016,3940,2
52054,2016,4050,1
52054,2016,4090,5
52054,2016,4280,1
52054,2016,4440,1
52054,2016,4520,2
52054,2016,4560,1
52054,2016,4610,23
52054,2016,4650,1
52054,2016,4770,2
52054,2016,4880,36
52054,2016,4950,8
52054,2016,5010,2
52054,2016,5290,1
52054,2016,5600,5
52054,2016,5630,15
52054,2016,5870,2
52054,2016,5930,11
52054,2016,5970,8
52054,2016,5980,32
52054,2016,6080,1
52054,2016,6100,9
52054,2016,6110,1
52054,2016,6240,42
52054,2016,6280,3
52054,2016,6310,3
52054,2016,6480,3
52054,2016,6710,3
52054,2016,6730,4
52054,2016,6830,6
52054,2016,7180,3
52054,2016,7270,9
52054,2016,7310,31
52054,2016,7360,11
52054,2016,7510,8
52054,2016,7660,4
52056,2016,2890,7
52056,2016,3131,10
52056,2016,3160,52
52056,2016,3250,2
52056,2016,3370,3
52056,2016,3390,1
52056,2016,3600,1
52056,2016,3870,11
52056,2016,3940,8
52056,2016,4050,1
52056,2016,4060,3
52056,2016,4090,21
52056,2016,4280,1
52056,2016,4440,5
52056,2016,4520,6
52056,2016,4560,6
52056,2016,4610,27
52056,2016,4650,3
52056,2016,4770,15
52056,2016,4880,18
52056,2016,4930,28
52056,2016,4950,12
52056,2016,4980,55
52056,2016,5010,24
52056,2016,5060,9
52056,2016,5110,2
52056,2016,5190,1
52056,2016,5290,15
52056,2016,5520,1
52056,2016,5600,18
52056,2016,5630,18
52056,2016,5810,2
52056,2016,5870,8
52056,2016,5930,75
52056,2016,5970,11
52056,2016,5980,58
52056,2016,6040,14
52056,2016,6100,12
52056,2016,6110,21
52056,2016,6120,149
52056,2016,6130,27
52056,2016,6170,1
52056,2016,6240,9
52056,2016,6270,5
52056,2016,6280,1
52056,2016,6310,12
52056,2016,6480,5
52056,2016,6760,1
52056,2016,6770,1
52056,2016,6810,19
52056,2016,6830,4
52056,2016,6882,32
52056,2016,7030,19
52056,2016,7040,2
52056,2016,7050,1
52056,2016,7180,19
52056,2016,7270,7
52056,2016,7310,23
52056,2016,7360,4
52056,2016,7510,8
52056,2016,7550,4
52056,2016,7610,27
52056,2016,7660,7
52066,2016,2890,33
52066,2016,3091,1
52066,2016,3131,4
52066,2016,3160,74
52066,2016,3250,11
52066,2016,3370,2
52066,2016,3870,5
52066,2016,3940,3
52066,2016,4060,5
52066,2016,4090,6
52066,2016,4120,2
52066,2016,4230,2
52066,2016,4440,7
52066,2016,4520,2
52066,2016,4560,6
52066,2016,4610,5
52066,2016,4740,12
52066,2016,4770,8
52066,2016,4880,31
52066,2016,4930,36
52066,2016,4940,2
52066,2016,4950,15
52066,2016,4980,129
52066,2016,5010,38
52066,2016,5070,1
52066,2016,5110,86
52066,2016,5290,7
52066,2016,5460,11
52066,2016,5600,3
52066,2016,5630,20
52066,2016,5810,15
52066,2016,5870,2
52066,2016,5930,11
52066,2016,5950,3
52066,2016,5980,20
52066,2016,6040,50
52066,2016,6100,1
52066,2016,6120,28
52066,2016,6130,14
52066,2016,6240,1
52066,2016,6270,4
52066,2016,6280,1
52066,2016,6330,1
52066,2016,6810,12
52066,2016,6830,1
52066,2016,6882,52
52066,2016,7030,3
52066,2016,7040,8
52066,2016,7050,5
52066,2016,7180,1
52066,2016,7210,31
52066,2016,7270,4
52066,2016,7310,2
52066,2016,7350,4
52066,2016,7610,47
52066,2016,7660,6
52066,2016,22860,1
52067,2016,2890,3
52067,2016,3100,3
52067,2016,3131,2
52067,2016,3160,33
52067,2016,3250,1
52067,2016,3330,1
52067,2016,3870,6
52067,2016,3930,1
52067,2016,3940,5
52067,2016,4090,26
52067,2016,4120,3
52067,2016,4230,10
52067,2016,4440,4
52067,2016,4470,1
52067,2016,4520,12
52067,2016,4560,2
52067,2016,4610,14
52067,2016,4650,2
52067,2016,4770,15
52067,2016,4880,2
52067,2016,4930,25
52067,2016,4950,31
52067,2016,4980,32
52067,2016,5010,44
52067,2016,5060,2
52067,2016,5070,11
52067,2016,5110,4
52067,2016,5190,1
52067,2016,5290,3
52067,2016,5600,21
52067,2016,5630,10
52067,2016,5870,4
52067,2016,5930,50
52067,2016,5950,1
52067,2016,5970,2
52067,2016,5980,23
52067,2016,6040,14
52067,2016,6100,2
52067,2016,6110,6
52067,2016,6120,6
52067,2016,6130,4
52067,2016,6190,2
52067,2016,6240,4
52067,2016,6270,5
52067,2016,6280,2
52067,2016,6480,3
52067,2016,6770,1
52067,2016,6810,2
52067,2016,6882,16
52067,2016,7030,11
52067,2016,7040,3
52067,2016,7050,16
52067,2016,7180,9
52067,2016,7210,27
52067,2016,7270,5
52067,2016,7310,26
52067,2016,7350,10
52067,2016,7510,3
52067,2016,7550,3
52067,2016,7610,63
52067,2016,7660,8
52067,2016,22860,4
52068,2016,2890,37
52068,2016,3091,1
52068,2016,3100,1
52068,2016,3131,5
52068,2016,3160,38
52068,2016,3250,7
52068,2016,3370,2
52068,2016,3600,2
52068,2016,3870,1
52068,2016,3940,2
52068,2016,4060,4
52068,2016,4090,6
52068,2016,4120,4
52068,2016,4230,2
52068,2016,4440,6
52068,2016,4520,1
52068,2016,4560,2
52068,2016,4610,8
52068,2016,4770,13
52068,2016,4880,48
52068,2016,4930,113
52068,2016,4940,9
52068,2016,4950,27
52068,2016,4980,252
52068,2016,5010,74
52068,2016,5060,1
52068,2016,5070,1
52068,2016,5110,14
52068,2016,5290,9
52068,2016,5460,9
52068,2016,5470,4
52068,2016,5600,7
52068,2016,5630,43
52068,2016,5810,23
52068,2016,5870,11
52068,2016,5930,38
52068,2016,5950,1
52068,2016,5980,17
52068,2016,6040,103
52068,2016,6110,3
52068,2016,6120,15
52068,2016,6130,46
52068,2016,6170,4
52068,2016,6220,2
52068,2016,6240,1
52068,2016,6280,3
52068,2016,6330,2
52068,2016,6810,41
52068,2016,6830,1
52068,2016,6882,25
52068,2016,7030,1
52068,2016,7040,22
52068,2016,7050,11
52068,2016,7210,29
52068,2016,7240,2
52068,2016,7270,4
52068,2016,7310,2
52068,2016,7350,5
52068,2016,7510,4
52068,2016,7610,100
52068,2016,7660,6
52068,2016,22860,2
52131,2016,2890,60
52131,2016,3131,8
52131,2016,3160,38
52131,2016,3250,8
52131,2016,3330,1
52131,2016,3370,1
52131,2016,3600,2
52131,2016,3870,1
52131,2016,3940,1
52131,2016,4060,1
52131,2016,4090,10
52131,2016,4520,2
52131,2016,4560,3
52131,2016,4740,1
52131,2016,4770,6
52131,2016,4880,10
52131,2016,4930,150
52131,2016,4940,1
52131,2016,4950,15
52131,2016,4980,72
52131,2016,5010,44
52131,2016,5060,1
52131,2016,5070,3
52131,2016,5110,67
52131,2016,5190,1
52131,2016,5290,6
52131,2016,5520,2
52131,2016,5600,4
52131,2016,5630,1
52131,2016,5930,29
52131,2016,5970,3
52131,2016,5980,6
52131,2016,6040,32
52131,2016,6130,17
52131,2016,6280,2
52131,2016,6810,8
52131,2016,6882,15
52131,2016,7030,3
52131,2016,7040,3
52131,2016,7050,1
52131,2016,7210,4
52131,2016,7270,3
52131,2016,7310,2
52131,2016,7610,85
52131,2016,7660,8
52131,2016,22860,1
53002,2016,3091,9
53002,2016,3100,4
53002,2016,3131,19
53002,2016,3160,8
53002,2016,3310,1
53002,2016,3370,5
53002,2016,3520,1
53002,2016,3600,3
53002,2016,4021,1
53002,2016,4050,1
53002,2016,4130,10
53002,2016,4290,1
53002,2016,4330,1
53002,2016,4440,16
53002,2016,4620,2
53002,2016,4660,14
53002,2016,4665,1
53002,2016,4680,1
53002,2016,4690,1
53002,2016,4750,24
53002,2016,4860,11
53002,2016,4880,2
53002,2016,4930,215
53002,2016,4950,10
53002,2016,4970,14
53002,2016,4980,46
53002,2016,5011,21
53002,2016,5080,4
53002,2016,5100,41
53002,2016,5190,17
53002,2016,5290,7
53002,2016,5400,6
53002,2016,5420,13
53002,2016,5600,9
53002,2016,5610,1
53002,2016,5671,1
53002,2016,5810,6
53002,2016,5830,4
53002,2016,5880,1
53002,2016,5960,3
53002,2016,5990,4
53002,2016,6070,7
53002,2016,6120,3
53002,2016,6130,7
53002,2016,6140,17
53002,2016,6150,1
53002,2016,6160,8
53002,2016,6170,5
53002,2016,6190,2
53002,2016,6270,6
53002,2016,6291,3
53002,2016,6520,7
53002,2016,6750,2
53002,2016,6800,2
53002,2016,6810,6
53002,2016,6850,1
53002,2016,6870,1
53002,2016,6882,20
53002,2016,7040,5
53002,2016,7210,5
53002,2016,7280,9
53002,2016,7350,4
53002,2016,7490,2
53002,2016,7540,1
53002,2016,7580,5
53002,2016,7610,76
53002,2016,7670,1
53002,2016,7680,1
53002,2016,22860,6
53009,2016,3091,18
53009,2016,3160,6
53009,2016,3310,4
53009,2016,3370,1
53009,2016,3420,2
53009,2016,3480,10
53009,2016,4440,8
53009,2016,4470,8
53009,2016,4740,51
53009,2016,4930,5
53009,2016,4950,22
53009,2016,4970,1
53009,2016,4980,19
53009,2016,5011,133
53009,2016,5080,1
53009,2016,5100,50
53009,2016,5400,12
53009,2016,5420,6
53009,2016,5450,1
53009,2016,5460,9
53009,2016,5491,1
53009,2016,5520,1
53009,2016,5610,5
53009,2016,5620,16
53009,2016,6050,223
53009,2016,6130,7
53009,2016,6520,1
53009,2016,6882,2
53009,2016,7610,4
53013,2016,3100,1
53013,2016,3160,1
53013,2016,3930,1
53013,2016,4021,3
53013,2016,4050,2
53013,2016,4130,2
53013,2016,4402,1
53013,2016,4440,2
53013,2016,4590,1
53013,2016,4620,6
53013,2016,4679,8
53013,2016,4680,4
53013,2016,4690,4
53013,2016,4860,7
53013,2016,4880,2
53013,2016,4950,7
53013,2016,5100,4
53013,2016,5180,1
53013,2016,5190,1
53013,2016,5210,10
53013,2016,5330,49
53013,2016,5600,20
53013,2016,5671,7
53013,2016,5810,2
53013,2016,5850,1
53013,2016,5960,2
53013,2016,6070,27
53013,2016,6140,11
53013,2016,6190,8
53013,2016,6270,11
53013,2016,6291,4
53013,2016,6460,4
53013,2016,6520,2
53013,2016,6560,34
53013,2016,6680,47
53013,2016,6800,17
53013,2016,7221,10
53013,2016,7260,8
53013,2016,7280,13
53013,2016,7350,7
53013,2016,7480,9
53013,2016,7490,7
53013,2016,7540,6
53013,2016,7580,65
53013,2016,7610,24
53015,2016,3370,1
53015,2016,3520,1
53015,2016,3920,3
53015,2016,3930,1
53015,2016,4021,5
53015,2016,4080,1
53015,2016,4130,8
53015,2016,4590,1
53015,2016,4660,1
53015,2016,4670,1
53015,2016,4680,1
53015,2016,4690,3
53015,2016,4860,6
53015,2016,4910,1
53015,2016,4950,17
53015,2016,4980,1
53015,2016,5210,1
53015,2016,5290,1
53015,2016,5330,19
53015,2016,5540,1
53015,2016,5600,28
53015,2016,5671,27
53015,2016,5810,4
53015,2016,5880,1
53015,2016,5960,3
53015,2016,5990,6
53015,2016,6070,12
53015,2016,6140,2
53015,2016,6170,1
53015,2016,6190,8
53015,2016,6270,17
53015,2016,6520,6
53015,2016,6560,19
53015,2016,6680,1
53015,2016,6800,21
53015,2016,6810,1
53015,2016,6850,3
53015,2016,7210,3
53015,2016,7280,3
53015,2016,7350,20
53015,2016,7380,1
53015,2016,7490,5
53015,2016,7540,8
53015,2016,7580,31
53015,2016,7590,1
53015,2016,7610,50
53015,2016,7680,6
53017,2016,3091,6
53017,2016,3131,2
53017,2016,3160,33
53017,2016,3310,4
53017,2016,3420,1
53017,2016,4470,10
53017,2016,4620,2
53017,2016,4740,73
53017,2016,4750,9
53017,2016,4880,15
53017,2016,4930,32
53017,2016,4950,6
53017,2016,4970,21
53017,2016,4980,5
53017,2016,5011,59
53017,2016,5100,52
53017,2016,5110,11
53017,2016,5190,5
53017,2016,5290,2
53017,2016,5380,6
53017,2016,5400,11
53017,2016,5420,10
53017,2016,5460,7
53017,2016,6130,1
53017,2016,6220,2
53017,2016,6520,4
53017,2016,6882,38
53017,2016,7350,1
53017,2016,7610,28
53019,2016,3080,1
53019,2016,3131,5
53019,2016,3160,23
53019,2016,3370,1
53019,2016,3451,1
53019,2016,3600,2
53019,2016,4570,1
53019,2016,4740,10
53019,2016,4750,2
53019,2016,4860,5
53019,2016,4880,3
53019,2016,4930,5
53019,2016,4970,1
53019,2016,4980,12
53019,2016,5011,183
53019,2016,5100,39
53019,2016,5210,3
53019,2016,5400,62
53019,2016,5600,1
53019,2016,5610,1
53019,2016,5620,7
53019,2016,6050,5
53019,2016,6070,1
53019,2016,6130,8
53019,2016,6220,2
53019,2016,7020,2
53019,2016,7610,5
53019,2016,7680,7
53025,2016,3100,1
53025,2016,3250,1
53025,2016,3930,2
53025,2016,4010,2
53025,2016,4021,1
53025,2016,4050,1
53025,2016,4080,2
53025,2016,4130,6
53025,2016,4440,1
53025,2016,4590,2
53025,2016,4620,4
53025,2016,4660,10
53025,2016,4680,1
53025,2016,4690,3
53025,2016,4750,7
53025,2016,4860,4
53025,2016,4880,4
53025,2016,4930,20
53025,2016,4950,11
53025,2016,4980,1
53025,2016,5140,2
53025,2016,5210,14
53025,2016,5290,2
53025,2016,5330,66
53025,2016,5600,17
