"stateroute","bio.point.bio1","bio.point.bio2","bio.point.bio3","bio.point.bio4","bio.point.bio5","bio.point.bio6","bio.point.bio7","bio.point.bio8","bio.point.bio9","bio.point.bio10","bio.point.bio11","bio.point.bio12","bio.point.bio13","bio.point.bio14","bio.point.bio15","bio.point.bio16","bio.point.bio17","bio.point.bio18","bio.point.bio19","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","bio.var.bio1","bio.var.bio2","bio.var.bio3","bio.var.bio4","bio.var.bio5","bio.var.bio6","bio.var.bio7","bio.var.bio8","bio.var.bio9","bio.var.bio10","bio.var.bio11","bio.var.bio12","bio.var.bio13","bio.var.bio14","bio.var.bio15","bio.var.bio16","bio.var.bio17","bio.var.bio18","bio.var.bio19"
"50058",70,123,27,11360,289,-165,454,207,-87,207,-87,789,109,19,47,310,73,310,73,67.859756097561,121.371951219512,26.375,11365.4237804878,285.560975609756,-166.323170731707,451.884146341463,205.359756097561,-89.0426829268293,205.359756097561,-89.0426829268293,801.30487804878,110.323170731707,19.2621951219512,48.0060975609756,316.67987804878,71.9146341463415,316.67987804878,71.9146341463415,4.39617364063549,2.66856865816365,0.290137614678899,6017.00334713209,7.83724919818006,2.94111285149549,6.09662862683673,5.44816140821959,4.80551204594615,5.44816140821959,4.80551204594615,222.371596926978,7.54050123070038,0.640523607070933,0.556537629596479,20.93390579548,7.22816439173566,20.93390579548,7.22816439173566
"50059",63,121,26,11709,282,-179,461,204,-99,204,-99,747,105,19,51,312,64,312,64,65.0670731707317,119.829268292683,25.6676829268293,11680.112804878,284.115853658537,-174.90243902439,459.018292682927,206.591463414634,-95.9939024390244,206.591463414634,-95.9939024390244,750.362804878049,107.350609756098,19,50.4634146341463,311.80487804878,64.9176829268293,311.80487804878,64.9176829268293,2.46031923621989,1.69553218467964,0.222560975609756,1868.02087528903,2.44525248004774,6.92011635712687,5.3207652718729,2.32188409040054,5.17427463265458,2.32188409040054,5.17427463265458,212.623321772209,1.71461736406355,1.10091743119266,1.72342805996867,5.33795778324756,13.1399921682703,5.33795778324756,13.1399921682703
"50060",67,119,25,11760,288,-172,460,210,-94,210,-94,683,104,18,52,287,55,287,55,66.9,119.015151515152,25.3212121212121,11776.3121212121,287.630303030303,-171.945454545455,459.575757575758,208.639393939394,-94.8515151515151,209.736363636364,-94.8515151515151,685.975757575758,102.978787878788,17.5363636363636,51.4030303030303,286.366666666667,55.1515151515151,286.333333333333,55.1515151515151,3.09331306990881,1.43745970341715,0.218697614442295,8048.70167633785,2.31883577415492,12.7994473611495,12.8589849866446,19.7267108777747,10.2180068158792,1.95156120475269,10.2180068158792,418.576918117344,23.935718891038,1.13089251174358,0.423698996039422,133.381864235056,5.41162383715575,134.7031408308,5.41162383715575
"50061",69,120,26,11709,292,-164,456,192,-90,213,-90,652,93,16,49,264,53,257,53,67.4255319148936,119.756838905775,25.9209726443769,11702.4680851064,289.799392097264,-166.68085106383,456.480243161094,191.635258358663,-92.4072948328268,210.723404255319,-92.4072948328268,653.075987841945,94.3951367781155,15.8267477203647,50.370820668693,265.747720364742,52.1975683890577,261.075987841945,52.1975683890577,1.8366632070576,1.40410705018904,0.0730039291274372,7188.81681370005,3.44743865371784,9.32771146860405,10.543053599229,52.8116798873156,2.455556379272,3.3897249610794,2.455556379272,200.588720438876,3.89826895989325,1.7351360367707,1.28890206835199,20.8904292386389,7.61023797168063,21.3082326339981,7.61023797168063
"50062",63,121,26,11459,285,-167,452,182,-93,204,-93,654,100,13,53,272,47,265,47,64.697247706422,123.082568807339,26.5290519877676,11561.4311926605,288.422018348624,-168.443425076453,456.865443425076,184.654434250765,-92.8776758409786,206.700305810398,-92.8776758409786,643.91131498471,98.5137614678899,13.2018348623853,53.2079510703364,267.550458715596,46.4159021406728,262.296636085627,46.4159021406728,3.75161816851466,17.5974559576743,0.556668730417816,4063.85337986154,3.41031125119604,21.3947955948294,22.4296917506238,4.91396033845519,5.57394795594829,4.35776064238945,5.57394795594829,536.062662989437,3.74750942759048,1.73827883154162,5.00570345772124,19.3341025496707,20.3786420517439,25.718485581884,20.3786420517439
"50063",48,129,27,11690,274,-200,474,189,-115,189,-115,757,110,18,49,312,69,312,69,48.8491124260355,127.562130177515,26.5680473372781,11691.674556213,273.467455621302,-198.227810650888,471.695266272189,189.763313609467,-113.852071005917,189.763313609467,-113.852071005917,756.57100591716,110.014792899408,18.2810650887574,50.0118343195266,313.313609467456,69.5177514792899,313.313609467456,69.5177514792899,19.7664828894,8.33589099784033,0.269836531877162,3252.67122012888,7.37134128140748,36.2179779818447,12.3668024511439,20.7687391357786,20.8801292293646,20.7687391357786,20.8801292293646,165.135892753674,2.15705055045388,1.15222200762032,2.25505241163767,2.29898337225432,19.8468649588257,2.29898337225432,19.8468649588257
"50064",64,119,25,12034,288,-180,468,209,-102,209,-102,702,112,19,51,291,60,291,60,62.7173252279635,118.252279635258,24.9969604863222,12019.7963525836,286.927051671732,-180.288753799392,467.215805471125,208.224924012158,-102.808510638298,208.224924012158,-102.808510638298,681.595744680851,107.51367781155,18.5015197568389,51.6717325227964,286.285714285714,58.6747720364742,286.285714285714,58.6747720364742,3.19119282378234,0.469697531321818,0.00303951367781155,3068.33949885092,2.93978426866336,6.93161094224924,2.57828601082363,1.9919378753058,5.94187856772185,1.9919378753058,5.94187856772185,1103.72327451998,57.5798428349025,0.415394024760916,0.495570464823189,136.320557491289,1.92134331677663,136.320557491289,1.92134331677663
"50065",58,118,25,12062,283,-186,469,204,-108,204,-108,621,94,16,52,263,53,263,53,58.0808383233533,118.119760479042,24.7994011976048,12062.2904191617,283.254491017964,-186.305389221557,469.559880239521,204.230538922156,-107.694610778443,204.230538922156,-107.694610778443,620.85628742515,96.0239520958084,16.6467065868263,51.9670658682635,264.197604790419,55.059880239521,264.197604790419,55.059880239521,8.50695905486325,2.147776519034,0.160840481199763,1068.36885688083,9.19329808850767,16.1527036018054,4.06096815378253,6.96471021920124,9.51006095916276,6.96471021920124,9.51006095916276,3437.19850389311,81.110535685386,1.38832245419072,2.83674992357627,264.038913164662,10.9813885742029,264.038913164662,10.9813885742029
"50066",58,122,25,12078,286,-185,471,205,-107,205,-107,578,91,15,53,249,47,249,47,58.4029850746269,122.405970149254,25.4089552238806,12063.1671641791,286.740298507463,-185.182089552239,471.922388059702,202.194029850746,-106.886567164179,204.850746268657,-106.886567164179,571.283582089552,90.5014925373134,14.4925373134328,54.1194029850746,247.814925373134,47.2,247.710447761194,47.2,13.786218607561,6.81074269371704,0.31429082134239,18677.8641880418,30.1868442220038,45.7122531057288,29.5508445794977,38.5879882026991,31.3523639288587,10.6483153096792,31.3523639288587,224.383412279918,10.5261953704531,0.8554830637233,1.63839485208687,36.935704709983,7.62155688622754,39.0326749486102,7.62155688622754
"50067",39,131,27,11406,266,-203,469,176,-119,176,-119,748,107,17,50,308,68,308,68,39.7411764705882,129.273529411765,27.1970588235294,11398.3735294118,265.317647058824,-201.747058823529,467.064705882353,177.364705882353,-117.902941176471,177.364705882353,-117.902941176471,743.235294117647,106.079411764706,16.55,50.1264705882353,306.323529411765,67.6235294117647,306.323529411765,67.6235294117647,6.42248828735034,12.7538695124067,0.294386604199202,30507.2435450286,20.1878882526462,20.8974839493319,51.8778066979004,9.78400138816589,11.568722887385,9.78400138816589,11.568722887385,202.982821447163,5.87273121638036,1.33967551622419,3.13145063335069,15.0808606628492,15.8519521082769,15.0808606628492,15.8519521082769
"50068",41,131,27,11655,268,-207,475,181,-121,181,-121,744,110,16,51,313,64,313,64,41.4201183431953,130.192307692308,26.9437869822485,11647.8816568047,268.198224852071,-206.366863905325,474.565088757396,181.686390532544,-120.494082840237,181.686390532544,-120.494082840237,741.233727810651,108.760355029586,16.0147928994083,51.4970414201183,311.292899408284,64.5828402366864,311.292899408284,64.5828402366864,2.80220532719962,4.14985163204748,0.391489473776623,21167.873193686,5.47691078608677,12.3219847944797,6.40673011079311,5.44438396572613,7.43171562516461,5.44438396572613,7.43171562516461,174.209304163082,1.42904675785297,1.07099713799098,2.4465787579232,9.78635892753674,13.0569153512545,9.78635892753674,13.0569153512545
"50069",45,128,26,11979,273,-207,480,190,-120,190,-120,699,105,15,53,298,56,298,56,45.4264705882353,126.320588235294,25.8558823529412,11987.7088235294,272.497058823529,-206.088235294118,478.585294117647,190.835294117647,-120.141176470588,190.835294117647,-120.141176470588,702.305882352941,105.717647058824,15.4,52.6794117647059,299.032352941176,57.8705882352941,299.032352941176,57.8705882352941,7.01227659205275,3.48689050841576,0.182708658684713,7515.40464167968,11.4837671351727,12.6529585285442,1.14019607843137,12.9698420961305,5.27204580947423,12.9698420961305,5.27204580947423,188.979906298803,3.67225403435711,0.258407079646018,0.271551275377408,53.79541037654,2.77376366475794,53.79541037654,2.77376366475794
"50070",50,120,24,12357,279,-202,481,200,-120,200,-120,609,101,14,56,268,50,268,50,50.508875739645,119.476331360947,24.3994082840237,12314.3520710059,278.789940828402,-200.42899408284,479.218934911243,199.621301775148,-118.828402366864,199.621301775148,-118.828402366864,608.748520710059,99.9763313609467,14.4319526627219,55.3816568047337,266.713017751479,50.4556213017751,266.713017751479,50.4556213017751,6.31594472635331,5.41338472073464,0.240593120643337,8488.9765683985,18.8073762576159,11.3851509139115,15.589907467561,7.95705230628764,6.58767755868874,7.95705230628764,6.58767755868874,824.823810861588,20.8302986673222,0.999806858286657,3.16251119344021,113.332827067933,16.1775499095746,113.332827067933,16.1775499095746
"50071",32,117,27,10650,237,-194,431,161,-114,161,-114,738,98,20,45,287,81,287,81,33.0773638968481,117.550143266476,26.6017191977077,10727.7535816619,239.335243553009,-194.406876790831,433.74212034384,163.022922636103,-113.58452722063,163.022922636103,-113.58452722063,728.753581661891,97.6647564469914,20.3667621776504,44.4383954154728,282.767908309456,80.9713467048711,282.767908309456,80.9713467048711,43.002618318348,8.00681750815137,1.13114646115338,185252.088528802,50.7234957020057,134.925929585351,167.393077100418,29.8040707439976,137.099874847676,29.8040707439976,137.099874847676,216.473586272766,11.6085531732701,0.727167934657313,2.20668247538122,91.310921186971,4.08538352600204,91.310921186971,4.08538352600204
"50072",28,110,25,10910,236,-197,433,160,-122,160,-122,767,105,19,46,300,81,300,81,33.2939481268012,111.409221902017,25.1613832853026,10891.1325648415,242.438040345821,-191.861671469741,434.299711815562,165.631123919308,-115.737752161383,165.631123919308,-115.737752161383,742.561959654179,101.158501440922,19.0403458213256,45.6887608069164,290.631123919308,78.6484149855908,290.631123919308,78.6484149855908,26.8266395695557,10.7511285835652,0.638620046309407,105138.548849761,24.3046759174427,94.5935266778831,101.591994136363,17.9675834152355,79.6738018690343,17.9675834152355,79.6738018690343,226.483866668888,9.3649780946511,0.455014908963702,3.71209874897969,68.1063117389349,12.956955572954,68.1063117389349,12.956955572954
"50073",31,121,25,11759,254,-214,468,172,-132,172,-132,722,107,18,51,299,68,299,68,29.3965517241379,120.508620689655,25.4166666666667,11656.5689655172,251.370689655172,-214.255747126437,465.626436781609,169.959770114943,-131.706896551724,169.959770114943,-131.706896551724,720.290229885057,105.563218390805,18.3333333333333,50.6034482758621,297.39367816092,69.4597701149425,297.39367816092,69.4597701149425,6.2342243863659,49.3745652389943,0.808597502401537,81558.9087747193,16.8564294941866,117.764376097254,209.969558448441,8.91480340521382,42.0521713206797,8.91480340521382,42.0521713206797,131.128780350459,4.88648183113054,0.390009606147935,2.9085759713803,27.8013432044785,8.34708006227434,27.8013432044785,8.34708006227434
"50074",27,131,26,12320,258,-236,494,175,-145,175,-145,675,104,14,56,298,59,298,59,28.8985507246377,130.414492753623,26.0086956521739,12281.7333333333,258.985507246377,-233.133333333333,492.11884057971,176.234782608696,-142.559420289855,176.234782608696,-142.559420289855,670.472463768116,104.066666666667,13.9942028985507,56.0144927536232,296.191304347826,58.2666666666667,296.191304347826,58.2666666666667,4.59142231209976,8.84804516346478,0.386552072800809,6336.69612403101,3.64804516346478,14.4705426356589,15.5701381867206,6.92436804853387,8.04951129086619,6.92436804853387,8.04951129086619,73.127873272666,1.34147286821705,0.186012807549714,0.281766093697337,14.2946916076845,2.78914728682171,14.2946916076845,2.78914728682171
"50075",32,127,26,12192,259,-227,486,179,-137,179,-137,674,105,14,55,297,58,297,58,31.8236994219653,128.054913294798,25.771676300578,12211.1820809249,259.627167630058,-227.661849710983,487.28901734104,178.85549132948,-137.924855491329,178.85549132948,-137.924855491329,670.508670520231,104.153179190751,13.6907514450867,56.0346820809249,296.147398843931,57.014450867052,296.147398843931,57.014450867052,11.0963642456229,6.52741057217056,0.252065007958448,13148.2421127586,4.79682499790567,38.6070620758985,23.3249225098433,10.477607439055,29.7798441819553,10.477607439055,29.7798441819553,124.285431850549,3.64313479098601,0.214233056881964,0.410387869648991,20.624587417274,2.70993549468041,20.624587417274,2.70993549468041
"50076",34,127,26,12151,264,-219,483,180,-133,180,-133,625,105,13,58,283,51,283,51,35.3246376811594,126.733333333333,25.6985507246377,12247.6057971014,265.394202898551,-219.220289855072,484.614492753623,182.71884057971,-133.466666666667,182.71884057971,-133.466666666667,619.402898550725,103.55652173913,13.2144927536232,58.1971014492754,279.608695652174,51.6115942028986,279.608695652174,51.6115942028986,9.46988540613414,1.80658914728682,0.211189753960229,12486.0825244355,17.0941523424334,10.2769127064375,4.52246376811594,13.5806033029997,3.54612403100775,13.5806033029997,3.54612403100775,560.322665992585,9.06729019211325,0.575952140208965,2.27499157398045,72.814459049545,8.95335355578025,72.814459049545,8.95335355578025
"50077",45,123,25,12644,279,-210,489,198,-128,198,-128,553,94,13,58,249,46,249,46,44.4709302325581,122.843023255814,24.75,12628.2529069767,278.933139534884,-209.953488372093,488.886627906977,196.581395348837,-129.154069767442,196.581395348837,-129.154069767442,546.543604651163,92.9389534883721,12.2267441860465,58.6744186046512,246.447674418605,44.5668604651163,246.447674418605,44.5668604651163,6.9437588989084,0.896569258932809,0.188046647230321,10979.052469659,7.54945250525459,21.2106583497186,6.97544748796529,7.56769950505119,17.4193419892874,7.56769950505119,17.4193419892874,587.887305919045,13.8242507966642,0.420740389178927,1.44470811580446,99.6415689199268,12.8118431758085,99.6415689199268,12.8118431758085
"50078",26,128,26,12082,256,-231,487,170,-142,170,-142,696,106,18,51,294,71,294,71,25.2171428571429,127.585714285714,25.7285714285714,12078.6314285714,255.177142857143,-230.911428571429,486.088571428571,169.948571428571,-142.522857142857,169.948571428571,-142.522857142857,695.271428571429,105.288571428571,18.6085714285714,50.8028571428571,292.82,71.82,292.82,71.82,2.30801473598035,3.64735980352026,0.261358984854687,6943.95259107655,1.58457634056488,7.25001227998363,3.82307818256242,1.55035611952517,5.48801473598035,1.55035611952517,5.48801473598035,71.9633647155137,4.11992632009824,1.98101514531314,5.06990585345886,29.150888252149,21.8729512893983,29.150888252149,21.8729512893983
"50079",28,130,26,12117,259,-230,489,174,-140,174,-140,670,105,16,55,294,64,294,64,27.9742857142857,130.08,26.1228571428571,12135.8685714286,258.754285714286,-230.171428571429,488.925714285714,173.605714285714,-140.968571428571,173.605714285714,-140.968571428571,671.985714285714,105.205714285714,15.6542857142857,54.7485714285714,294.557142857143,63.4914285714286,294.557142857143,63.4914285714286,1.13114203847728,10.9334097421203,0.434719607040524,22161.5815309046,3.33200163733115,16.698321735571,29.352632009824,3.32833401555465,7.9101841997544,3.32833401555465,7.9101841997544,65.8765861645518,0.73119934506754,0.931715104379861,0.813393368808842,15.75460499386,5.33946786737618,15.75460499386,5.33946786737618
"50080",29,126,25,12555,260,-235,495,179,-145,179,-145,586,98,12,62,272,44,272,44,28.7337110481586,126.209631728045,25.0764872521246,12555.0878186969,260.334277620397,-234.535410764873,494.869688385269,179.155807365439,-145.43342776204,179.155807365439,-145.43342776204,588.560906515581,98.4674220963173,11.7790368271955,61.271954674221,272.274787535411,45.671388101983,272.274787535411,45.671388101983,7.40616147308782,6.39342969353593,0.264019443729075,5493.51783414885,8.91066829770796,11.2949072881792,4.76706155034767,4.20008691733196,12.7974021375225,4.20008691733196,12.7974021375225,288.008353721349,3.52805498326037,0.627172933298996,2.10764872521246,28.9157545712078,10.0792074426989,28.9157545712078,10.0792074426989
"50081",24,125,25,12816,258,-242,500,178,-154,178,-154,557,95,12,61,259,45,259,45,24.0426136363636,124.721590909091,24.5227272727273,12765.0965909091,257.403409090909,-241.071022727273,498.474431818182,176.931818181818,-152.880681818182,176.931818181818,-153.090909090909,562.116477272727,94.9261363636364,12.8238636363636,60.1960227272727,259.823863636364,47.5511363636364,259.823863636364,47.5511363636364,2.87282277907278,15.409447034447,0.586376586376586,9162.1046037296,5.20431882931883,6.32257672882673,9.46373186998187,2.2004662004662,11.7635003885004,2.2004662004662,7.83216783216783,146.20006960632,3.85207847707848,2.13982776482777,2.8418074980575,35.6042152292152,13.0230186480186,35.6042152292152,13.0230186480186
"50082",27,124,24,12949,264,-236,500,181,-153,181,-153,498,86,11,60,227,44,227,44,26.316384180791,124.265536723164,24.3926553672316,12921.593220339,263.279661016949,-235.790960451977,499.070621468927,180.432203389831,-152.920903954802,180.432203389831,-152.920903954802,507.556497175141,86.9915254237288,11.7853107344633,59.4576271186441,231.019774011299,46.0084745762712,231.019774011299,46.0084745762712,6.72114722875754,9.09642931451161,0.267481314319553,4586.14001056321,14.77425937485,11.4349322193947,5.93550839455194,10.138450088827,5.63111986043757,10.138450088827,5.63111986043757,254.020878347017,9.54383732654727,0.571341687873113,1.6653382628319,93.3055568892944,5.12457387045662,93.3055568892944,5.12457387045662
"50102",65,122,27,11175,280,-167,447,201,-89,201,-89,826,111,21,48,323,75,323,75,65.9597523219814,120.260061919505,26.5665634674923,11210.0216718266,280.399380804954,-165.021671826625,445.421052631579,201.934984520124,-88.6315789473684,202.05572755418,-88.6315789473684,824.783281733746,111.195046439628,20.7585139318885,47.5232198142415,323.02786377709,74.3529411764706,323.018575851393,74.3529411764706,3.93315770244024,6.49737515143357,0.246331942387939,910.965367382651,10.1536642116801,6.43120589196777,17.9029094475319,4.52681576062919,3.30173259235044,4.48756802492164,3.30173259235044,133.81624137069,9.05811203199815,0.606099648097225,0.834086495009903,16.9650597080938,6.1669711362806,17.1611445493529,6.1669711362806
"50139",37,126,26,12096,263,-219,482,183,-130,183,-130,671,103,14,56,294,57,294,57,36.0787172011662,125.536443148688,25.5451895043732,12124.9096209913,262.696793002915,-219.469387755102,482.166180758018,183.128279883382,-130.895043731778,183.128279883382,-130.895043731778,666.384839650146,103.623906705539,13.5947521865889,55.8309037900875,293.460641399417,55.5189504373178,293.460641399417,55.5189504373178,6.26571530867986,2.96284930012105,0.248682931819344,30420.4391761717,1.86686103012634,41.9281537176274,47.9810751368216,1.86068913781051,30.9831040185498,1.86068913781051,30.9831040185498,194.038599901113,3.33474843571514,0.358685830221813,1.36313573048267,19.6175984178132,3.44920123437846,19.6175984178132,3.44920123437846
"50140",32,124,25,12457,263,-228,491,183,-141,183,-141,619,100,12,60,282,47,282,47,32.9478260869565,125.597101449275,25.2144927536232,12365.1942028986,262.921739130435,-226.214492753623,489.136231884058,182.252173913043,-138.208695652174,182.252173913043,-138.208695652174,629.747826086956,100.773913043478,12.5536231884058,58.7130434782609,283.660869565217,50.1014492753623,283.660869565217,50.1014492753623,0.828665318503539,3.06103808560836,0.22711493090664,9780.03485001685,1.57234580384226,4.22711493090664,6.22847994607347,1.81122345803842,4.34004044489383,1.81122345803842,4.34004044489383,440.171688574317,4.15803842264914,0.742028985507246,4.20520728008089,23.689888776542,15.3414223120998,23.689888776542,15.3414223120998
"50153",77,111,25,11035,284,-146,430,210,-76,210,-76,806,102,23,43,302,82,302,82,73.4861538461538,113.612307692308,25.8092307692308,10996.7815384615,282.095384615385,-149.473846153846,431.569230769231,205.938461538462,-78.0061538461539,207,-78.0061538461539,812.055384615385,104.209230769231,22.1846153846154,44.9507692307692,307.784615384615,78.7784615384615,307.556923076923,78.7784615384615,15.071566951567,5.10849002849003,0.290655270655271,19772.7515099715,11.6235897435897,38.9908262108262,39.0854700854701,41.4406457739791,23.9382336182336,15.6666666666667,23.9382336182336,108.089515669516,6.26472934472934,3.86087369420703,5.63954415954416,54.360873694207,37.8149667616334,51.8524596391263,37.8149667616334
"50179",28,130,26,12117,259,-230,489,174,-140,174,-140,670,105,16,55,294,64,294,64,27.9742857142857,130.08,26.1228571428571,12135.8685714286,258.754285714286,-230.171428571429,488.925714285714,173.605714285714,-140.968571428571,173.605714285714,-140.968571428571,671.985714285714,105.205714285714,15.6542857142857,54.7485714285714,294.557142857143,63.4914285714286,294.557142857143,63.4914285714286,1.13114203847728,10.9334097421203,0.434719607040524,22161.5815309046,3.33200163733115,16.698321735571,29.352632009824,3.32833401555465,7.9101841997544,3.32833401555465,7.9101841997544,65.8765861645518,0.73119934506754,0.931715104379861,0.813393368808842,15.75460499386,5.33946786737618,15.75460499386,5.33946786737618
"50900",59,126,26,11777,287,-185,472,202,-103,202,-103,750,113,21,50,312,70,312,70,58.8828828828829,122.717717717718,25.7777777777778,11774.4114114114,283.309309309309,-183.873873873874,467.183183183183,201.573573573574,-103.417417417417,201.573573573574,-103.417417417417,736.363363363363,113.018018018018,19.2432432432432,51.4444444444444,309.243243243243,65.2852852852853,309.243243243243,65.2852852852853,24.8085314229893,6.23935381164297,0.173360107095047,6448.32119468866,16.2203046419914,56.8334418756106,23.2826079091139,20.8959260465285,37.0933101776475,20.8959260465285,37.0933101776475,191.316364557328,0.632204493650277,1.50390752197981,1.30789825970549,19.2810159557148,9.78282499366837,19.2810159557148,9.78282499366837
"50902",35,126,26,12183,263,-218,481,182,-132,182,-132,650,108,14,57,291,54,291,54,36.2463343108504,125.771260997067,25.5190615835777,12218.3636363636,264.744868035191,-217.920821114369,482.66568914956,183.768328445748,-131.782991202346,183.768328445748,-131.782991202346,643.219941348974,107.178885630499,13.8445747800587,57.0351906158358,287.686217008798,53.7683284457478,287.686217008798,53.7683284457478,7.44502328790754,3.10046575815077,0.250370881490426,12613.9732620321,12.1376574090047,4.9790063826117,4.88790753838192,13.0138174918061,1.78218043815767,13.0138174918061,1.78218043815767,497.895601173021,6.16496463688115,0.137536656891496,1.23405209591168,68.6100741762981,4.3667586682767,68.6100741762981,4.3667586682767
"50903",67,122,27,11243,283,-166,449,204,-88,204,-88,833,114,21,47,323,75,323,75,67.0858895705521,121.564417177914,26.6932515337423,11228.3742331288,282.745398773006,-165.411042944785,448.156441717791,201.975460122699,-87.9693251533742,203.340490797546,-87.9693251533742,825.524539877301,111.877300613497,20.5030674846626,47.3773006134969,321.849693251534,74.579754601227,321.699386503068,74.579754601227,6.15260028315243,4.31429919773478,0.24407739499764,1891.01644171779,13.1995941481831,3.84283152430392,11.9908352996697,18.073242095328,4.43597923548844,7.40678621991505,4.43597923548844,112.797857479943,8.82182161396885,0.915375176970269,0.506436998584238,15.1681075979235,4.15208117036338,16.641661160925,4.15208117036338
"50904",66,129,27,11820,296,-175,471,188,-95,210,-95,573,91,14,54,243,44,243,44,63.710843373494,127.012048192771,26.5873493975904,11840.6234939759,292.731927710843,-176.478915662651,469.210843373494,194.798192771084,-97.6867469879518,208.430722891566,-97.6867469879518,575.25,90.7168674698795,13.8403614457831,54.0301204819277,246.117469879518,44.4036144578313,244.623493975904,44.4036144578313,7.46900593309795,6.77326829978524,0.333736759727733,5887.06325301205,14.3176482364503,6.89683507443672,3.19408146179886,128.215948385688,11.768645579296,7.11603210424781,11.768645579296,205.08836858006,4.33046991591745,1.33093400793506,3.4129872966185,17.3305700141958,14.1628871983402,24.6342499909002,14.1628871983402
"51001",189,125,41,6616,333,31,302,101,238,270,101,1527,163,91,16,439,302,343,439,187.376811594203,124.539855072464,40.695652173913,6602.0652173913,332.057971014493,29.5072463768116,302.550724637681,102.724637681159,233.670289855072,268.460144927536,99.1739130434783,1532.69927536232,163.275362318841,91.3876811594203,15.8695652173913,440.702898550725,303.855072463768,346.351449275362,440.630434782609,2.9629512516469,1.92204216073781,0.365217391304348,9796.84664031621,6.34571805006588,5.63994729907773,10.2628722002635,294.672990777339,86.505441370224,5.20204216073781,4.01328063241107,759.934690382082,5.72753623188406,7.24915678524374,2.4701976284585,43.4241370223979,122.597101449275,341.770579710145,44.1101976284585
"51002",186,124,40,6600,331,28,303,98,234,267,98,1535,165,91,18,443,295,337,443,185.813186813187,125.582417582418,40.6227106227106,6659.51282051282,332.113553113553,26.6776556776557,305.435897435897,116.428571428571,234.571428571429,267.78021978022,96.9487179487179,1524.28205128205,163.472527472527,89.8571428571429,17.3882783882784,441.315018315018,293.750915750916,336.274725274725,440.879120879121,4.30688429217841,4.36174854557208,0.434335272570567,8843.46398944193,6.62308769661711,10.9471827192415,12.2982654600302,1259.34138655462,4.34873949579832,6.4074014221073,5.7473604826546,944.247360482655,2.75016160310278,6.99789915966387,2.03250915750916,45.2239280327516,128.4156701142,323.567630898513,50.6728345184228
"51003",162,119,34,8136,330,-14,344,163,220,262,52,1351,141,75,21,414,242,276,363,162.318021201413,119.56890459364,34.2579505300353,8090.80212014134,330.798586572438,-13.2614840989399,344.060070671378,163.321554770318,219.766784452297,262.515901060071,53.2332155477032,1346.20494699647,140.950530035336,75.5512367491166,20.643109540636,411.91519434629,241.964664310954,275.13074204947,362.855123674912,4.92687266621557,3.41633461143272,0.766558905345463,17929.8614139288,2.24652281783325,28.7115254492143,19.8509886474701,3.53807984362078,3.22201338245245,2.54141292634639,18.3851339498283,341.355010901436,3.02591283863369,5.26952860687166,0.464376112071774,19.7090945542942,25.1547753301757,52.4402927098213,147.939929328622
"51004",161,117,33,8242,330,-19,349,162,219,262,49,1316,140,78,22,412,243,264,346,160.508710801394,117.885017421603,33.3275261324042,8229.73867595819,330.188153310105,-18.0592334494774,348.247386759582,161.839721254355,219.529616724739,262.331010452962,49.184668989547,1316.95818815331,140.094076655052,77.9094076655052,21.0209059233449,408.477351916376,245.229965156794,265.822299651568,348.149825783972,0.565483297190614,3.33987963256256,0.458785117321703,9838.45944299603,1.16727175263761,11.2167588509052,15.4805438463975,0.603591530420799,33.6206232791599,1.10333568870154,5.26298092151751,628.655588314125,3.63797178431325,3.6421139835774,0.307253721887868,48.5021076484491,32.0378402085719,51.209570916888,127.673277941571
"51005",171,128,39,7315,329,3,326,171,224,261,73,1413,154,78,21,422,250,287,405,171.150537634409,128.437275985663,38.5663082437276,7404.81720430108,331.007168458781,2.1326164874552,328.874551971326,168.777777777778,224.612903225806,262.964157706093,71.8387096774194,1415.28315412186,153.329749103943,77.0716845878136,21.3691756272401,422.724014336918,247.799283154122,287.254480286738,409.146953405018,9.04200510559295,21.6857997472989,1.90835718521957,18964.3513576236,9.91361749310229,15.1010546401588,4.15327093164178,152.921662669864,10.0006962172198,18.3512286944638,5.91993501972615,419.513060519326,8.30094633970243,13.743044274258,0.363219102137645,24.9703205177793,62.1753951677368,19.8306902864805,72.6725716201233
"51006",173,130,39,7227,331,5,326,174,225,263,76,1399,150,76,22,423,241,284,414,174.061151079137,130.208633093525,39.4892086330935,7235.62589928058,332.05035971223,6.14028776978417,325.910071942446,166.967625899281,226.327338129496,263.665467625899,77.1978417266187,1393.56115107914,150.428057553957,76.7877697841727,22.0179856115108,418.776978417266,240.809352517986,284.284172661871,411.658273381295,8.19480300236345,14.4545100381788,0.980027530322313,6962.32163727502,6.87832116977898,20.6769991948679,8.55867075292834,525.540464379399,7.84553151702465,10.2450847985871,11.0906812456172,689.373503363374,14.4623146248344,4.62988598291042,0.176570656831935,64.9320312702906,42.371464561203,7.51823234553152,45.9152923148846
